ticker,name,sector,industry,mcap,exch
LNC,Lincoln National Corporation,Financials,Multi-line Insurance,7596900352.0,NYQ
LNCE,152504,,,,
LNN,Lindsay Corporation,Materials,Agricultural & Farm Machinery,1157422491.0,
LNT,Alliant Energy Corporation,Utilities,Electric Utilities,19732365312.0,NMS
LNTH,Lantheus Holdings Inc.,Health Care,Health Care Supplies,6877806080.0,NGM
LOG.MC,"Logista Integral, S.A.",Industrials,Integrated Freight & Logistics,5165478555.0,BME
LOPE,Grand Canyon Education Inc.,Consumer Discretionary,Education Services,4003658752.0,NMS
LOVE,The Lovesac Company,Consumer Discretionary,Other Specialty Stores,245486270.0,
LOW,Lowe's Companies Inc.,Consumer Discretionary,Home Improvement Retail,118724435968.0,NYQ
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Storage & Transportation,1713446374.0,
LQDT,Liquidity Services Inc.,Industrials,Diversified Support Services,1216068009.0,
LR.PA,Legrand SA,Industrials,Electrical Equipment & Parts,41299931985.0,PAR
LRCX,Lam Research Corporation,Information Technology,Semiconductor Materials & Equipment,438112518144.0,NMS
LRE.L,Lancashire Holdings Limited,Financial Services,Insurance - Specialty,2117170108.0,LSE
LRN,Stride Inc.,Consumer Discretionary,Education Services,3869760512.0,NYQ
LSAK,Lesaka Technologies Inc.,Finance,Investment Bankers/Brokers/Service,416114451.0,
LSCC,Lattice Semiconductor Corporation,Information Technology,Semiconductors,18830360576.0,NMS
LSEG.L,London Stock Exchange Group plc,Financial Services,Financial Data & Stock Exchanges,59643843697.0,LSE
LTC,LTC Properties Inc.,Real Estate,Health Care REITs,1988911380.0,
LTH,Life Time Group Holdings Inc.,Consumer Discretionary,Leisure Facilities,9324828672.0,NYQ
LTMC.MI,Lottomatica Group S.p.A.,Consumer Cyclical,Gambling,6780211794.0,MIL
LULU,lululemon athletica inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13542440960.0,NMS
LUMN,Lumen Technologies Inc.,Communication Services,Alternative Carriers,6933993472.0,NYQ
LUV,Southwest Airlines Company,Industrials,Passenger Airlines,23671312384.0,NYQ
LVS,Las Vegas Sands Corp.,Consumer Discretionary,Casinos & Gaming,30938535936.0,NYQ
LW,Lamb Weston Holdings Inc.,Consumer Staples,Packaged Foods & Meats,6413481472.0,NYQ
LWDB.L,Law Debenture Corporation Ord,,,2194498726.0,LSE
LXFR,Luxfer Holdings PLC,Basic Materials,Major Chemicals,464657710.0,
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Diversified REITs,3245335808.0,NYQ
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Materials,Specialty Chemicals,18188920832.0,NYQ
LYFT,Lyft Inc. Class A,Industrials,Passenger Ground Transportation,5926843904.0,NMS
LYV,Live Nation Entertainment Inc.,Communication Services,Movies & Entertainment,41839431680.0,NYQ
LZ,LegalZoom.com Inc.,Industrials,Research & Consulting Services,1244446289.0,
LZB,La-Z-Boy Incorporated,Consumer Discretionary,Home Furnishings,1563179270.0,
LZM,Lifezone Metals Limited,Basic Materials,Metal Mining,296396799.0,
M,Macy's Inc,Consumer Discretionary,Broadline Retail,5955179008.0,NYQ
MA,Mastercard Incorporated,Financials,Transaction & Payment Processing Services,465418944512.0,NYQ
MAA,Mid-America Apartment Communities Inc.,Real Estate,Multi-Family Residential REITs,16138928128.0,NYQ
MAB.L,Mitchells & Butlers plc,Consumer Cyclical,Restaurants,2128030970.0,LSE
MAC,Macerich Company (The),Real Estate,Retail REITs,7629960192.0,NYQ
MAN,ManpowerGroup,Industrials,Human Resource & Employment Services,1800299209.0,
MANH,Manhattan Associates Inc.,Information Technology,Application Software,9164596224.0,NMS
MAP.MC,"Mapfre, S.A.",Financial Services,Insurance - Diversified,15557686451.0,BME
MAR,Marriott International Class A,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",99175923712.0,NMS
MARA,MARA Holdings Inc.,Information Technology,Internet Services & Infrastructure,4804008448.0,NCM
MARK,"Remark Holdings, Inc.",Technology,Software - Infrastructure,68092.0,
MAS,Masco Corporation,Industrials,Building Products,15703007232.0,NYQ
MASI,Masimo Corporation,Healthcare,Medical Devices,9423817728.0,
MAT,Mattel Inc.,Consumer Discretionary,Leisure Products,3873284608.0,NMS
MATV,Mativ Holdings Inc.,Basic Materials,Paper,430467113.0,
MATW,Matthews International Corporation Class A,Consumer Discretionary,Specialized Consumer Services,831856997.0,
MATX,"Matson, Inc.",Industrials,Marine Shipping,6197011968.0,NYQ
MAX,MediaAlpha Inc. Class A,Consumer Discretionary,Business Services,833625142.0,
MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,Financial Services,Banks - Regional,25164978987.0,MIL
MBC,MasterBrand Inc.,Industrials,Building Products,1162100077.0,
MBG.DE,Mercedes-Benz Group AG,Consumer Cyclical,Auto Manufacturers,50232455362.0,XETR
MBIN,Merchants Bancorp,Financials,Regional Banks,2205818368.0,NCM
MBVI,M3-Brigade Acquisition VI Corp. Class A,,,0.0,
MC,Moelis & Company Class A,Financials,Investment Banking & Brokerage,4741490176.0,NYQ
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,Luxury Goods,283842368632.0,PAR
MCD,McDonald's Corporation,Consumer Discretionary,Restaurants,195104915456.0,NYQ
MCHP,Microchip Technology Incorporated,Information Technology,Semiconductors,48105111552.0,NMS
MCK,McKesson Corporation,Health Care,Health Care Distributors,94359977984.0,NYQ
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,85116329984.0,NYQ
MCRI,Monarch Casino & Resort Inc.,Consumer Discretionary,Casinos & Gaming,2198455040.0,NMS
MCY,Mercury General Corporation,Financials,Property & Casualty Insurance,6051761664.0,NYQ
MD,"Pediatrix Medical Group, Inc.",Healthcare,Medical Care Facilities,2157342720.0,NYQ
MDLZ,Mondelez International Inc. Class A,Consumer Staples,Packaged Foods & Meats,75517116416.0,NMS
MDT,Medtronic plc.,Health Care,Health Care Equipment,107357396992.0,NYQ
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Utilities,Multi-Utilities,4384946176.0,NYQ
MEDP,Medpace Holdings Inc.,Health Care,Life Sciences Tools & Services,15371680768.0,NMS
MEGP.L,ME Group International plc,Industrials,Business Equipment & Supplies,584369896.0,LSE
MELI,MercadoLibre Inc.,Consumer Discretionary,Business Services,93902340096.0,NMS
MESH,Meshflow Acquisition Corp. Class A,,,0.0,
MET,"MetLife, Inc.",Financial Services,Insurance - Life,58970984448.0,NYQ
META,Meta Platforms Inc. Class A,Communication Services,Interactive Media & Services,1698738339840.0,NMS
MFC.TO,Manulife Financial Corporation,Financial Services,Insurance - Life,71750329843.0,TSX
MG.TO,Magna International Inc.,Consumer Cyclical,Auto Parts,18281597716.0,TSX
MGAM.L,Morgan Advanced Materials plc,Industrials,Specialty Industrial Machinery,815393768.0,LSE
MGEE,MGE Energy Inc,Utilities,Electric Utilities,3086532864.0,NMS
MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,11994305536.0,NYQ
MGNS.L,Morgan Sindall Group plc,Industrials,Engineering & Construction,2995235426.0,LSE
MGY,Magnolia Oil & Gas Corporation Class A,Energy,Oil & Gas Exploration & Production,4912257536.0,NYQ
MHK,Mohawk Industries Inc.,Consumer Discretionary,Home Furnishings,6703017472.0,NYQ
MHO,M/I Homes Inc.,Consumer Discretionary,Homebuilding,3796099328.0,NYQ
MIDD,Middleby Corporation (The),Industrials,Industrial Machinery & Supplies & Components,6134250496.0,NMS
MIR,Mirion Technologies Inc. Class A,Information Technology,Electronic Equipment & Instruments,4159147008.0,NYQ
MKC,McCormick & Company Incorporated,Consumer Staples,Packaged Foods & Meats,14101264384.0,NYQ
MKS.L,Marks and Spencer Group plc,Consumer Cyclical,Department Stores,10609127262.0,LSE
MKSI,MKS Inc.,Information Technology,Semiconductor Materials & Equipment,24895414272.0,NMS
MKTX,MarketAxess Holdings Inc.,Financials,Financial Exchanges & Data,4046522112.0,NMS
ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions,,,,PAR
MLI,Mueller Industries Inc.,Industrials,Industrial Machinery & Supplies & Components,12600488960.0,NYQ
MLKN,MillerKnoll Inc.,Industrials,Office Services & Supplies,1378434597.0,
MLM,Martin Marietta Materials Inc.,Materials,Construction Materials,34689716224.0,NYQ
MMI,Marcus & Millichap Inc.,Real Estate,Real Estate Services,1160373069.0,
MMM,3M Company,Industrials,Industrial Conglomerates,82157281280.0,NYQ
MMSI,Merit Medical Systems Inc.,Health Care,Health Care Supplies,4381052928.0,NMS
MNDI.L,Mondi plc,Basic Materials,Paper & Paper Products,4381853315.0,LSE
MNG.L,M&G plc,Financial Services,Asset Management,11318170689.0,LSE
MNKS.L,Monks Ord,,,3361053346.0,LSE
MNRO,Monro Inc.,Consumer Discretionary,Automotive Aftermarket,525259969.0,
MNST,Monster Beverage Corporation,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,95248211968.0,NMS
MNTN.L,The Schiehallion Fund Limited,Financial Services,Asset Management,2072709632.0,LSE
MO,Altria Group Inc.,Consumer Staples,Tobacco,119881490432.0,NYQ
MOBI,Mobia Medical Inc.,Health Care,Medical/Dental Instruments,405305383.0,
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,12898284544.0,NYQ
MOH,Molina Healthcare Inc,Health Care,Managed Health Care,12155450368.0,NYQ
MONC.MI,Moncler S.p.A.,Consumer Cyclical,Apparel Manufacturing,16207127426.0,MIL
MONY.L,MONY Group plc,Communication Services,Internet Content & Information,1421607457.0,LSE
MOON.L,Moonpig Group PLC,Consumer Cyclical,Specialty Retail,1075160140.0,LSE
MORN,Morningstar Inc.,Financials,Financial Exchanges & Data,6281467392.0,NMS
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,6836881408.0,NYQ
MP,MP Materials Corp.,Materials,Diversified Metals & Mining,9294538752.0,NYQ
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,82834096128.0,NYQ
MPT,Medical Properties Trust Inc. common stock,Real Estate,Health Care REITs,2697431040.0,NYQ
MPWR,Monolithic Power Systems Inc.,Information Technology,Semiconductors,66460114944.0,NMS
MRC.L,Mercantile Ord,,,2381367686.0,LSE
MRCH.L,Merchants Trust Ord,,,1302525822.0,LSE
MRCY,Mercury Systems Inc,Industrials,Electrical Components & Equipment,6483473920.0,NMS
MRK,Merck & Company Inc. Common Stock (new),Health Care,Pharmaceuticals,305122115584.0,NYQ
MRK.DE,Merck KGaA,Healthcare,Drug Manufacturers - Specialty & Generic,68624269292.0,XETR
MRL.MC,"MERLIN Properties SOCIMI, S.A.",Real Estate,REIT - Office,10589676461.0,BME
MRNA,Moderna Inc.,Health Care,Biotechnology,27088596992.0,NMS
MRO.L,Melrose Industries PLC,Industrials,Specialty Industrial Machinery,7807114245.0,LSE
MRP,Millrose Properties Inc. Class A,Real Estate,Single-Family Residential REITs,4710779392.0,NYQ
MRSH,Marsh,Financials,Insurance Brokers,85908774912.0,NYQ
MRTN,Marten Transport Ltd.,Industrials,Cargo Ground Transportation,1399253665.0,
MRU.TO,Metro Inc.,Consumer Defensive,Grocery Stores,14154225060.0,TSX
MRVL,Marvell Technology Inc.,Information Technology,Semiconductors,211649953792.0,NMS
MS,Morgan Stanley,Financial Services,Capital Markets,350598889472.0,NYQ
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,Consumer Discretionary,Hotels/Resorts,370860362.0,
MSCC,828151,,,,
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,43979104256.0,NYQ
MSEX,Middlesex Water Company,Utilities,Water Utilities,1024524338.0,
MSFT,Microsoft Corporation,Information Technology,Systems Software,2860690440192.0,NMS
MSGS,Madison Square Garden Sports Co,Communication Services,Entertainment,9194665984.0,NYQ
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,70196215808.0,NYQ
MSLH.L,Marshalls plc,Basic Materials,Building Materials,514702096.0,LSE
MSTR,Strategy Inc Common Stock Class A,Technology,Computer Software: Prepackaged Software,33859211264.0,NMS
MT.AS,ArcelorMittal S.A.,Basic Materials,Steel,49987618593.0,AMS
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,35489492992.0,NYQ
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,9062404096.0,NMS
MTD,Mettler-Toledo International Inc.,Health Care,Life Sciences Tools & Services,26192486400.0,NYQ
MTDR,Matador Resources Company,Energy,Oil & Gas Exploration & Production,6375309824.0,NYQ
MTG,MGIC Investment Corporation,Financials,Reinsurance,5951335936.0,NYQ
MTH,Meritage Homes Corporation,Consumer Discretionary,Homebuilding,5043450368.0,NYQ
MTLN.L,Metlen Energy & Metals PLC,Utilities,Utilities - Diversified,7151222004.0,LSE
MTN,Vail Resorts Inc.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",5350018048.0,NYQ
MTO.L,Mitie Group plc,Industrials,Specialty Business Services,2508824061.0,LSE
MTRN,Materion Corporation,Materials,Diversified Metals & Mining,5359710208.0,NYQ
MTRO.L,Metro Bank Holdings PLC,Financial Services,Banks - Regional,1540653919.0,LSE
MTS.MC,ArcelorMittal S.A.,Basic Materials,Steel,49970362904.0,BME
MTSI,MACOM Technology Solutions Hold,Information Technology,Semiconductors,23538771968.0,NMS
MTUS,Metallus Inc. Common Shares,Materials,Steel,793425982.0,
MTX,Minerals Technologies Inc.,Materials,Specialty Chemicals,2246892800.0,NYQ
MTX.DE,MTU Aero Engines AG,Industrials,Aerospace & Defense,21316978996.0,XETR
MTZ,MasTec Inc.,Industrials,Construction & Engineering,29465231360.0,NYQ
MU,Micron Technology Inc.,Information Technology,Semiconductors,1106014765056.0,NMS
MUR,Murphy Oil Corporation,Energy,Oil & Gas Exploration & Production,4838047744.0,NYQ
MUSA,Murphy USA Inc.,Consumer Discretionary,Automotive Retail,10901951488.0,NYQ
MUT.L,Murray Income Trust Ord,,,1259432979.0,LSE
MUV2.DE,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Financial Services,Insurance - Reinsurance,74990943826.0,XETR
MVST,Microvast Holdings Inc.,Miscellaneous,Industrial Machinery/Components,356478401.0,
MWA,MUELLER WATER PRODUCTS,Industrials,Industrial Machinery & Supplies & Components,3899259136.0,NYQ
MWC,Micware Co. Ltd. American Depositary Shares,Technology,EDP Services,199649231.0,
MXL,MaxLinear Inc.,Information Technology,Semiconductors,8175546368.0,NMS
MYI.L,Murray International Ord,,,2863916982.0,LSE
MYRG,MYR Group Inc.,Industrials,Construction & Engineering,6529558016.0,NMS
N91.L,Ninety One Group,Financial Services,Asset Management,2851101292.0,LSE
NABL,N-able Inc.,Information Technology,Systems Software,796840167.0,
NAS.L,North Atlantic Smaller Cos Ord,,,717698771.0,LSE
NATL,NCR Atleos Corporation,Technology,Software - Application,3315739904.0,NYQ
NAVI,Navient Corporation,Financials,Consumer Finance,774395068.0,
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,0.0,
NBHC,National Bank Holdings Corporation,Financials,Regional Banks,2021407394.0,
NBIX,Neurocrine Biosciences Inc.,Health Care,Biotechnology,17808408576.0,NMS
NBPE.L,Neuberger Private Equity Partners Limited,Financial Services,Asset Management,799326527.0,LSE
NBTB,NBT Bancorp Inc.,Financial Services,Banks - Regional,2615074304.0,NMS
NCC.L,NCC Group plc,Technology,Software - Infrastructure,530886923.0,LSE
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",9003150336.0,NYQ
NDAQ,Nasdaq Inc.,Financials,Financial Exchanges & Data,49812836352.0,NMS
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,15968763904.0,NMS
NE,Noble Corporation plc A,Energy,Oil & Gas Drilling,6377051648.0,NYQ
NEE,NextEra Energy Inc.,Utilities,Multi-Utilities,183449845760.0,NYQ
NEM,Newmont Corporation,Materials,Gold,101727100928.0,NYQ
NEO,NeoGenomics Inc.,Health Care,Health Care Services,1837288216.0,
NEOG,Neogen Corporation,Healthcare,Medical Devices,2094014592.0,NMS
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,95265775616.0,NYQ
NEXI.MI,Nexi S.p.A.,Technology,Software - Infrastructure,5645132357.0,MIL
NEXN,Nexxen International Ltd.,Technology,Computer Software: Programming Data Processing,633007579.0,
NEXT,NextDecade Corporation,Utilities,Oil & Gas Production,2117293952.0,NCM
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,308946305024.0,NMS
NG.L,National Grid plc,Utilities,Utilities - Regulated Electric,81534960270.0,LSE
NGVT,Ingevity Corporation,Materials,Specialty Chemicals,2505995520.0,NYQ
NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,3286060032.0,ASE
NI,NiSource Inc,Utilities,Multi-Utilities,22485700608.0,NYQ
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,Industrials,Auto Manufacturing,11977089024.0,NYQ
NJR,NewJersey Resources Corporation,Utilities,Utilities - Regulated Gas,5890792448.0,NYQ
NKE,Nike Inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",65706954752.0,NYQ
NKLR,Terra Innovatum Global N.V. Ordinary shares,Industrials,Metal Fabrications,545874486.0,
NKTR,Nektar Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,2377185280.0,NCM
NLY,Annaly Capital Management Inc.,Real Estate,REIT - Mortgage,16751265792.0,NYQ
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,0.0,
NMIH,NMI Holdings Inc.,Financials,Commercial & Residential Mortgage Finance,3127002880.0,NGM
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,76645523456.0,NYQ
NOG,Northern Oil and Gas Inc.,Energy,Oil & Gas Exploration & Production,2014682496.0,NYQ
NOK,Nokia Corporation Sponsored American Depositary Shares,Technology,Radio And Television Broadcasting And Communications Equipment,69446721536.0,NYQ
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,6779403264.0,NYQ
NOVT,Novanta Inc.,Information Technology,Electronic Equipment & Instruments,5578823680.0,NMS
NOW,ServiceNow Inc.,Information Technology,Systems Software,111082184704.0,NYQ
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,Finance,Trusts Except Educational Religious and Charitable,0.0,
NPK,National Presto Industries Inc.,Industrials,Aerospace & Defense,893221429.0,
NPO,Enpro Inc.,Industrials,Industrial Machinery & Supplies & Components,6991236096.0,NYQ
NRG,NRG Energy Inc.,Utilities,Independent Power Producers & Energy Traders,29626718208.0,NYQ
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate,Self-Storage REITs,6571693568.0,NYQ
NSC,Norfolk Southern Corporation,Industrials,Rail Transportation,73547800576.0,NYQ
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution,3618731008.0,NMS
NSP,Insperity Inc.,Industrials,Human Resource & Employment Services,1737079473.0,
NSSC,NAPCO Security Technologies Inc.,Information Technology,Electronic Equipment & Instruments,1288685046.0,
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,33084995584.0,NMS
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,3122910976.0,NMS
NTGY.MC,"Naturgy Energy Group, S.A.",Utilities,Utilities - Regulated Gas,30378078816.0,BME
NTNX,Nutanix Inc. Class A,Information Technology,Systems Software,14810861568.0,NMS
NTR.TO,Nutrien Ltd.,Basic Materials,Agricultural Inputs,32209281690.0,TSX
NTRS,Northern Trust Corporation,Financial Services,Asset Management,33965426688.0,NMS
NUAI,New Era Energy & Digital Inc.,Energy,Oil & Gas Production,448718811.0,
NUE,Nucor Corporation,Materials,Steel,51781455872.0,NYQ
NUS,Nu Skin Enterprises Inc.,Health Care,Other Pharmaceuticals,253919340.0,
NVDA,NVIDIA Corporation,Information Technology,Semiconductors,5109662089216.0,NMS
NVEC,NVE Corporation,Technology,Semiconductors,439117929.0,
NVR,NVR Inc.,Consumer Discretionary,Homebuilding,17489766400.0,NYQ
